Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5084","Emissions from crops","2022","2022","%","22.23","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","1990","1990","%","51.76","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","1991","1991","%","51.02","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","1992","1992","%","49.81","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","1993","1993","%","49.16","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","1994","1994","%","50.54","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","1995","1995","%","48.96","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","1996","1996","%","51.34","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","1997","1997","%","50.66","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","1998","1998","%","49.89","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","1999","1999","%","44.19","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2000","2000","%","44.07","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2001","2001","%","40.79","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2002","2002","%","41.75","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2003","2003","%","51.28","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2004","2004","%","46.49","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2005","2005","%","53.35","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2006","2006","%","45.38","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2007","2007","%","45.45","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2008","2008","%","49.24","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2009","2009","%","47.15","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2010","2010","%","48.81","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2011","2011","%","37.36","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2012","2012","%","37.32","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2013","2013","%","51.29","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2014","2014","%","47.82","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2015","2015","%","45.79","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2016","2016","%","49.43","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2017","2017","%","44.45","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2018","2018","%","44.33","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2019","2019","%","43.04","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2020","2020","%","48.4","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2021","2021","%","50.58","E","Estimated value"
"EM","Emissions indicators","036","Australia","7265","Emissions Share (CH4)","5085","Emissions from livestock","2022","2022","%","50.09","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","1990","1990","%","48.35","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","1991","1991","%","48.02","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","1992","1992","%","46.42","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","1993","1993","%","45.08","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","1994","1994","%","45.02","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","1995","1995","%","43.82","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","1996","1996","%","46.6","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","1997","1997","%","46.68","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","1998","1998","%","43.78","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","1999","1999","%","35.28","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2000","2000","%","34.86","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2001","2001","%","30.66","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2002","2002","%","32.01","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2003","2003","%","46.84","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2004","2004","%","37.39","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2005","2005","%","50.38","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2006","2006","%","37.03","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2007","2007","%","38.65","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2008","2008","%","45.95","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2009","2009","%","42.05","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2010","2010","%","49.28","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2011","2011","%","27.5","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2012","2012","%","27.41","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2013","2013","%","44.54","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2014","2014","%","37.22","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2015","2015","%","37.45","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2016","2016","%","42.23","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2017","2017","%","33.38","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2018","2018","%","33.7","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2019","2019","%","33.96","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2020","2020","%","39.86","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2021","2021","%","39.06","E","Estimated value"
"EM","Emissions indicators","036","Australia","7266","Emissions Share (N2O)","5085","Emissions from livestock","2022","2022","%","38.3","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1990","1990","%","69.7","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1991","1991","%","70.38","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1992","1992","%","70.39","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1993","1993","%","69.85","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1994","1994","%","69.56","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1995","1995","%","69.67","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1996","1996","%","68.3","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1997","1997","%","68.14","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1998","1998","%","68.79","E","Estimated value"
"EM","Emissions indicators","076","Brazil","7265","Emissions Share (CH4)","6995","Emissions on agricultural land","1999","1999","%","67.89","E","Estimated value"
